0|399300|20180102|0.000
0|399300|20180126|1.000
0|399300|20180209|-1.000
0|399300|20180312|1.000
0|399300|20180329|-1.000
0|399300|20180411|1.000
0|399300|20180418|-1.000
0|399300|20180521|1.000
0|399300|20180530|-1.000
0|399300|20180607|1.000
0|399300|20180706|-1.000
0|399300|20180724|1.000
0|399300|20180820|-1.000
0|399300|20180904|1.000
0|399300|20180913|-1.000
0|399300|20180926|1.000
0|399300|20181019|-1.000
0|399300|20181102|1.000
0|399300|20181112|-1.000
0|399300|20181119|1.000
0|399300|20181127|-1.000
0|399300|20181203|1.000
0|399300|20181210|-1.000
0|399300|20181220|0.000
