0|399300|20050105|0.000
0|399300|20050114|1.000
0|399300|20050201|-1.000
0|399300|20050225|1.000
0|399300|20050331|-1.000
0|399300|20050411|1.000
0|399300|20050606|-1.000
0|399300|20050627|1.000
0|399300|20050712|-1.000
0|399300|20050816|1.000
0|399300|20050831|-1.000
0|399300|20050915|1.000
0|399300|20050928|-1.000
0|399300|20051012|1.000
0|399300|20051028|-1.000
0|399300|20051128|1.000
0|399300|20051206|-1.000
0|399300|20060215|1.000
0|399300|20060223|-1.000
0|399300|20060301|1.000
0|399300|20060308|-1.000
0|399300|20060606|1.000
0|399300|20060614|-1.000
0|399300|20060712|1.000
0|399300|20060807|-1.000
0|399300|20060829|1.000
0|399300|20060911|-1.000
0|399300|20061010|1.000
0|399300|20061023|-1.000
0|399300|20070130|1.000
0|399300|20070206|-1.000
0|399300|20070216|1.000
0|399300|20070314|-1.000
0|399300|20070529|1.000
0|399300|20070605|-1.000
0|399300|20070620|1.000
0|399300|20070706|-1.000
0|399300|20071017|1.000
0|399300|20071026|-1.000
0|399300|20071101|1.000
0|399300|20071112|-1.000
0|399300|20071121|1.000
0|399300|20071128|-1.000
0|399300|20071211|1.000
0|399300|20071218|-1.000
0|399300|20080114|1.000
0|399300|20080201|-1.000
0|399300|20080220|1.000
0|399300|20080226|-1.000
0|399300|20080304|1.000
0|399300|20080403|-1.000
0|399300|20080411|1.000
0|399300|20080422|-1.000
0|399300|20080506|1.000
0|399300|20080703|-1.000
0|399300|20080710|1.000
0|399300|20080819|-1.000
0|399300|20080825|1.000
0|399300|20080918|-1.000
0|399300|20080926|1.000
0|399300|20081104|-1.000
0|399300|20081118|1.000
0|399300|20081201|-1.000
0|399300|20081209|1.000
0|399300|20081231|-1.000
0|399300|20090217|1.000
0|399300|20090303|-1.000
0|399300|20090420|1.000
0|399300|20090428|-1.000
0|399300|20090804|1.000
0|399300|20090819|-1.000
0|399300|20090918|1.000
0|399300|20090929|-1.000
0|399300|20091124|1.000
0|399300|20091204|-1.000
0|399300|20091214|1.000
0|399300|20091223|-1.000
0|399300|20100104|1.000
0|399300|20100201|-1.000
0|399300|20100302|1.000
0|399300|20100316|-1.000
0|399300|20100406|1.000
0|399300|20100521|-1.000
0|399300|20100622|1.000
0|399300|20100702|-1.000
0|399300|20100712|1.000
0|399300|20100716|-1.000
0|399300|20100803|1.000
0|399300|20100813|-1.000
0|399300|20100819|1.000
0|399300|20100827|-1.000
0|399300|20100907|1.000
0|399300|20100920|-1.000
0|399300|20101111|1.000
0|399300|20101130|-1.000
0|399300|20101215|1.000
0|399300|20101229|-1.000
0|399300|20110113|1.000
0|399300|20110125|-1.000
0|399300|20110309|1.000
0|399300|20110315|-1.000
0|399300|20110411|1.000
0|399300|20110620|-1.000
0|399300|20110707|1.000
0|399300|20110809|-1.000
0|399300|20110816|1.000
0|399300|20111020|-1.000
0|399300|20111104|1.000
0|399300|20120106|-1.000
0|399300|20120314|1.000
0|399300|20120329|-1.000
0|399300|20120508|1.000
0|399300|20120608|-1.000
0|399300|20120618|1.000
0|399300|20120629|-1.000
0|399300|20120706|1.000
0|399300|20120802|-1.000
0|399300|20120810|1.000
0|399300|20120905|-1.000
0|399300|20120912|1.000
0|399300|20120924|-1.000
0|399300|20121009|1.000
0|399300|20121029|-1.000
0|399300|20121105|1.000
0|399300|20121204|-1.000
0|399300|20130208|1.000
0|399300|20130319|-1.000
0|399300|20130327|1.000
0|399300|20130416|-1.000
0|399300|20130508|1.000
0|399300|20130514|-1.000
0|399300|20130529|1.000
0|399300|20130625|-1.000
0|399300|20130711|1.000
0|399300|20130722|-1.000
0|399300|20130814|1.000
0|399300|20130823|-1.000
0|399300|20130912|1.000
0|399300|20130927|-1.000
0|399300|20131014|1.000
0|399300|20131114|-1.000
0|399300|20131204|1.000
0|399300|20131223|-1.000
0|399300|20131231|1.000
0|399300|20140120|-1.000
0|399300|20140220|1.000
0|399300|20140311|-1.000
0|399300|20140410|1.000
0|399300|20140521|-1.000
0|399300|20140529|1.000
0|399300|20140619|-1.000
0|399300|20140707|1.000
0|399300|20140718|-1.000
0|399300|20140805|1.000
0|399300|20140815|-1.000
0|399300|20140909|1.000
0|399300|20140922|-1.000
0|399300|20141009|1.000
0|399300|20141027|-1.000
0|399300|20150106|1.000
